"c_host_gene_response_id","c_pathogen_id","c_description","c_host_response_id","c_gene_id","c_curation_flag","c_response_type_vo_id","c_response_type_vo_id2"
2344,243,"Wetvax induced up-regulation of CTSB in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0.40 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3052,10,VO_0000569,
2345,243,"Wetvax induced up-regulation of CTSL in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0.78 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,1948,10,VO_0000569,
2346,243,"Wetvax induced up-regulation of CTSO in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0.28 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3053,10,VO_0000569,
2347,243,"Wetvax induced up-regulation of CTSS in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0.52 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3054,10,VO_0000569,
2348,243,"Wetvax induced up-regulation of CXCL10 in PBMC's extracted from human subjects: 0.89 fold change 2-4 days after vaccination, 2.51 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,1779,10,VO_0000569,
2349,243,"Wetvax induced up-regulation of CXCL9 in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0.88 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3057,10,VO_0000569,
2350,243,"Wetvax induced up-regulation of CXCR4 in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0 fold change 5-7 days after vaccination, and 0.56 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,1867,10,VO_0000569,
2351,243,"Wetvax induced up-regulation of CYBB in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0.59 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,2038,10,VO_0000569,
2352,243,"Wetvax induced up-regulation of CYFIP1 in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0.35 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3059,10,VO_0000569,
2353,243,"Wetvax induced up-regulation of DCTN6 in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0 fold change 5-7 days after vaccination, and 0.57 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3064,10,VO_0000569,
2354,243,"Wetvax induced up-regulation of DHRS9 in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0.73 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,1976,10,VO_0000569,
2355,243,"Wetvax induced up-regulation of DLL1 in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0 fold change 5-7 days after vaccination, and 0.36 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3071,10,VO_0000569,
2356,243,"Wetvax induced up-regulation of DNAJC15 in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0.20 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3073,10,VO_0000569,
2357,243,"Wetvax induced up-regulation of DNM1 in PBMC's extracted from human subjects: 0.31 fold change 2-4 days after vaccination, 0.43 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3074,10,VO_0000569,
2358,243,"Wetvax induced up-regulation of DNTTIP2 in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0 fold change 5-7 days after vaccination, and 0.32 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3075,10,VO_0000569,
2359,243,"Wetvax induced up-regulation of DPYD in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0.36 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3077,10,VO_0000569,
2360,243,"Wetvax induced up-regulation of DSC2 in PBMC's extracted from human subjects: 0.33 fold change 2-4 days after vaccination, 0.58 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,2267,10,VO_0000569,
2361,243,"Wetvax induced up-regulation of DSG2 in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0.38 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3079,10,VO_0000569,
2362,243,"Wetvax induced up-regulation of DTX3L in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0.90 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3081,10,VO_0000569,
2363,243,"Wetvax induced up-regulation of DUSP12 in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0 fold change 5-7 days after vaccination, and 0.26 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3082,10,VO_0000569,
2364,243,"Wetvax induced up-regulation of DYRK1A in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0 fold change 5-7 days after vaccination, and 0.25 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3084,10,VO_0000569,
2365,243,"Wetvax induced up-regulation of DYSF in PBMC's extracted from human subjects: 0.44 fold change 2-4 days after vaccination, 0.78 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3085,10,VO_0000569,
2366,243,"Wetvax induced up-regulation of EFHD2 in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0.35 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3088,10,VO_0000569,
2367,243,"Wetvax induced up-regulation of EIF1B in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0 fold change 5-7 days after vaccination, and 0.25 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3090,10,VO_0000569,
2368,243,"Wetvax induced up-regulation of EIF4A1 in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0.36 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,2732,10,VO_0000569,
2369,243,"Wetvax induced up-regulation of ELAC1 in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0 fold change 5-7 days after vaccination, and 0.29 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3092,10,VO_0000569,
2370,243,"Wetvax induced up-regulation of ELF4 in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0.33 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3093,10,VO_0000569,
2371,243,"Wetvax induced up-regulation of EMILIN2 in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0.29 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,2158,10,VO_0000569,
2372,243,"Wetvax induced up-regulation of EMR1 in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0.24 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3095,10,VO_0000569,
2373,243,"Wetvax induced up-regulation of EPB41L3 in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0.79 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,1970,10,VO_0000569,
2374,243,"Wetvax induced up-regulation of ERH in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0 fold change 5-7 days after vaccination, and 0.49 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,2697,10,VO_0000569,
2375,243,"Wetvax induced up-regulation of ETF1 in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0.29 fold change 5-7 days after vaccination, and 0.27 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3097,10,VO_0000569,
2376,243,"Wetvax induced up-regulation of ETS2 in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0 fold change 5-7 days after vaccination, and 0.47 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,1510,10,VO_0000569,
2377,243,"Wetvax induced up-regulation of ETV7 in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 1.24 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3098,10,VO_0000569,
2378,243,"Wetvax induced up-regulation of FAS in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0.58 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3104,10,VO_0000569,
2379,243,"Wetvax induced up-regulation of FBXL5 in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0.22 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3107,10,VO_0000569,
2380,243,"Wetvax induced up-regulation of FCGR1A in PBMC's extracted from human subjects: 0.56 fold change 2-4 days after vaccination, 1.80 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3108,10,VO_0000569,
2381,243,"Wetvax induced up-regulation of FCGR2B in PBMC's extracted from human subjects: 0.37 fold change 2-4 days after vaccination, 0.63 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3109,10,VO_0000569,
2382,243,"Wetvax induced up-regulation of FCGR3A in PBMC's extracted from human subjects: 0.50 fold change 2-4 days after vaccination, 0.58 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,1932,10,VO_0000569,
2383,243,"Wetvax induced up-regulation of FCN1 in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0.44 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3110,10,VO_0000569,
2384,243,"Wetvax induced up-regulation of FN1 in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0.53 fold change 5-7 days after vaccination, and 0.43 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3115,10,VO_0000569,
2385,243,"Wetvax induced up-regulation of RSRC2 in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0 fold change 5-7 days after vaccination, and 0.37 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3113,10,VO_0000569,
2386,243,"Wetvax induced up-regulation of FNBP4 in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0 fold change 5-7 days after vaccination, and 0.27 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3116,10,VO_0000569,
2387,243,"Wetvax induced up-regulation of FPR1 in PBMC's extracted from human subjects: 0.35 fold change 2-4 days after vaccination, 0.53 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3119,10,VO_0000569,
2388,243,"Wetvax induced up-regulation of FPR2 in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0.62 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,2566,10,VO_0000569,
2389,243,"Wetvax induced up-regulation of FUBP1 in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0.40 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3120,10,VO_0000569,
2390,243,"Wetvax induced up-regulation of G0S2 in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0 fold change 5-7 days after vaccination, and 1.44 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3121,10,VO_0000569,
2391,243,"Wetvax induced up-regulation of GAB2 in PBMC's extracted from human subjects: 0.30 fold change 2-4 days after vaccination, 0 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3122,10,VO_0000569,
2392,243,"Wetvax induced up-regulation of GADD45A in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0 fold change 5-7 days after vaccination, and 0.45 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3123,10,VO_0000569,
2393,243,"Wetvax induced up-regulation of GALNT3 in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0 fold change 5-7 days after vaccination, and 0.39 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3124,10,VO_0000569,
2394,243,"Wetvax induced up-regulation of GBP1 in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 1.48 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,1942,10,VO_0000569,
2395,243,"Wetvax induced up-regulation of GBP2 in PBMC's extracted from human subjects: 0.34 fold change 2-4 days after vaccination, 0.91 fold change 5-7 days after vaccination, and  fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,2066,10,VO_0000569,
2396,243,"Wetvax induced up-regulation of GCA in PBMC's extracted from human subjects: 0 fold change 2-4 days after vaccination, 0.38 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,3128,10,VO_0000569,
2397,243,"Wetvax induced up-regulation of GCH1 in PBMC's extracted from human subjects: 0.55 fold change 2-4 days after vaccination, 0.83 fold change 5-7 days after vaccination, and 0 fold change 50-60 days after vaccination [Ref3345:Scherer et al., 2007]",1904,2060,10,VO_0000569,
